,category,filename,text,movie_name
10,plot,subjectivity_html/obj/2002/Austin+Powers+in+Goldmember.html,"Dr. Evil and Mini-Me have somehow escaped from a maximum security prison and the duo team up with Goldmember. Together they formulate a plan for world domination. And this particular scheme requires a large amount of time-travel, and kidnapping Austin Powers' father, England's master spy, Nigel Powers. As Austin chases Dr. Evil, Mini-Me and Goldmember through time, he stops in 1975 to ""connect"" with an old girlfriend, detective Foxy Cleopatra, and requests her help to track the villains and save his father.",austin_powers_in_goldmember
11,plot,subjectivity_html/obj/2002/Auto+Focus.html,"Capitalizing on his fame as the star of ""Hogan's Heroes,"" Bob Crane (Greg Kinnear) dove into the freewheeling spirit of the 60s and 70s with relish, having affairs with numerous women. Eventually, Crane teamed up with video technician John Carpenter to document his exploits, an association that may very well have led to his murder in a Scottsdale, Arizona motel room in 1978, which remains officially unsolved to this day.",auto_focus
12,plot,subjectivity_html/obj/2002/Bad+Company.html,"When a CIA agent is killed during a nuclear arms purchase, his partner Oakes (Anthony Hopkins), recruits his twin brother, Jake Hayes (Chris Rock). Jake had no idea he had a twin brother, let alone that he worked for the CIA. Jake, a.k.a. Michael Turner, has nine days to fill his brother's place. However, the enemy terrorists learn of his secret identity and kidnap his girlfriend/fiancee (Gabriel Macht). He has to rescue them and save New York city from an imminent nuclear terrorist act.

When a Harvard-educated CIA agent is killed during an operation, the secret agency recruits his twin brother (Chris Rock), an African-American street-wise hustler with no idea what's coming for him. The CIA wants the twin to finish a project his brother was working on. But this street-wise twin has absolutely no experience, so the agency sends in an experienced agent (Anthony Hopkins) to train the twin how to act and talk like a real CIA agent.",bad_company
13,plot,subjectivity_html/obj/2002/Ballistic+Ecks+vs+Sever.html,"Jonathan Ecks (Antonio Banderas), an FBI agent, realizes that he must join with his lifelong enemy, Agent Sever (Lucy Liu), a rogue DIA agent with whom he is in mortal combat, in order to defeat a common enemy. That enemy has developed a ""micro-device"" that can be injected into victims in order to kill them at will.",ballistic_ecks_vs_sever
14,plot,subjectivity_html/obj/2002/Barbershop.html,"A smart comedy about a day in the life of a barbershop on the south side of Chicago. Calvin (Cube), who inherited the struggling business from his deceased father, views the shop as nothing but a burden and waste of his time. After selling the shop to a local loan shark, Calvin slowly begins to see his father's vision and legacy and struggles with the notion that he just sold it out. Calvin's barbershop is filled with an eclectic and hilarious cast of characters that share their stories, jokes, trials and tribulations. In the shop we find Eddie (the Entertainer), an old barber with strong opinions and no customers. Jimmy (Thomas) is a highly educated barber with a superiority complex who can't stand Isaac (Garity), the new, white barber who just wants a shot at cutting some hair. Ricky is an ex-con with two strikes against him and is desperately trying to stay straight. Terri (Eve) is a hard-edged woman who can't seem to leave her two-timing boyfriend. And lastly there's Dinka, a fellow barber who is madly in love with Terri but doesn't get the time of day.",barbershop
15,plot,subjectivity_html/obj/2002/Below.html,"In the dark silence of the sea during World War II, the submarine U.S.S. Tiger Shark prowls on what should be a routine rescue mission. But for the shell-shocked crew, trapped together in the sub's narrow corridors and constricted spaces, this is about to become a journey into the sensory delusions, mental deceptions and runaway fear that lurk just below the surface of the ocean and deep inside the human psyche.",below
16,plot,subjectivity_html/obj/2002/Beneath+Clouds.html,"Beneath Clouds is the story of Lena, the light-skinned daughter of an Aboriginal mother and Irish father and Vaughn, a Murri boy doing time in a minimum security prison in North West NSW. Dramatic events throw them together on a journey with no money and no transport. To Lena, Vaughn represents the life she is running away from. To Vaughn, Lena embodies the society that has rejected him. And for a very short amount of time, they experience a rare true happiness together.",beneath_clouds
17,plot,subjectivity_html/obj/2002/Big+Fat+Liar.html,"A take on the classic tale 'The Boy Who Cried Wolf', 'Big Fat Liar' is about a 14-year-old boy named Jason Shephard (Frankie Muniz) who lies for the fun of it. Jason loses an important story assignment entitled 'Big Fat Liar' in movie producer Marty Wolf's (Paul Giamatti) limo, which Wolf then turns into a film. When Jason sees a movie preview of his story, he and best friend Kaylee (Amanda Bynes) go to Los Angeles to make Wolf confess to using Jason's story as well as to clear Jason's name and to get him out of having to attend summer school. The teen liar then has to match wits with Wolf, who also turns out to be a big liar.",big_fat_liar
18,plot,subjectivity_html/obj/2002/Big+Trouble.html,"From the creative mind of Pulizter winner Dave Barry, comes a film following a chain of events inspired by the arrival of a mysterious suitcase in Miami. Arthur Herk, a corrupt business owner, wants to get his hands on the case. At the same time, two hitmen wants get him wacked. Tired of his constant fixation on drinking and television, Herk's wife Anna and daughter Jenny decide to find new love interests in divorced dad Eliot Arnold and his son Matt. Just to add more complication to this already complicated plot, two thieves decide to steal the case and lead a Miami police team and two FBI agents on a wild goose chase that ends inside the airport terminal.",big_trouble
19,plot,subjectivity_html/obj/2002/Blackwoods.html,"Matt (Patrick Muldoon) is haunted by the death of a girl from a car accident he caused years ago. Matt was drunk and as he reached for the car radio, he struck the girl as she crossed the road. The guilt that he feels has altered his sense of reality, making Matt's life a mystery full of shadows and phantoms. Now, years later Matt goes away for weekend with his new girlfriend Dawn. After a wild session of lovemaking, Dawn goes for a walk. While she is away a strange man with an axe comes into the motel room and attacks Matt. After that incident Matt goes into the woods, looking for Dawn. There he encounters Dawn's family who tie him down and put him on trail for the murder of the girl years before. They find him guilty and he is sent back into the forest to be hunted down by the family. The deeper Matt runs into the forest the farther his mind is lost to the Blackwoods.",blackwoods
20,plot,subjectivity_html/obj/2002/Blood+Work.html,"Retired FBI profiler Terry McCaleb (Eastwood), who has recently had a heart transplant, is hired by Graciela Rivers (De Jesus), to investigate the death of her sister, Gloria, who happens to have given McCaleb his heart. On the case, he soon deducts that the killer, who staged the murder to look like a random robbery, may actually be a serial killer Terry was trailing for years in the FBI. Can the elderly and feeble McCaleb, who had intended to spend his retirement living on his boat in the Los Angeles harbor, and who can't drive, and has to nap regularly, muster up the endurance to find the killer?",blood_work
21,plot,subjectivity_html/obj/2002/Bloody+Sunday.html,"Documentary-style drama showing the events that lead up to the tragic incident on January 30, 1972 in the Northern Ireland town of Derry when a protest march led by civil rights activist Ivan Cooper was fired upon by British troops, killing 13 protesters and wounding 14 more.",bloody_sunday
22,plot,subjectivity_html/obj/2002/Blue+Crush.html,"Nothing gets between Anne Marie and her board. Living in a beach shack with three roommates including her rebellious younger sister, she is up before dawn every morning to conquer the waves and count the days until the Pipe Masters surf competition. Having transplanted herself to Hawaii with no one's blessing but her own, Anne Marie finds all she needs in the adrenaline-charged surf scene ... until pro quarterback Matt Tollman comes along. Like it or not, Anne Marie starts losing her balance - and finding it - as she falls for Matt.",blue_crush
23,plot,subjectivity_html/obj/2002/Bowling+for+Columbine.html,"The United States of America is notorious for its astronomical number of people killed by firearms for a developed nation without a civil war. With his signature sense of angry humour, activist filmmaker Michael Moore sets out to explore the roots of this bloodshed. In doing so, he learns that the conventional answers of easy availability of guns, violent national history, violent entertainment and even poverty are inadequate to explain this violence when other cultures share those same factors without the equivalent carnage. In order to arrive at a possible explanation, Michael Moore takes on a deeper examination of America's culture of fear, bigotry and violence in a nation with widespread gun ownership. Furthermore, he seeks to investigate and confront the powerful elite political and corporate interests fanning this culture for their own unscrupulous gain.",bowling_for_columbine
24,plot,subjectivity_html/obj/2002/Brown+Sugar.html,"This romantic comedy, described as an African-American When Harry Met Sally..., centers on a romance between an A&amp;R exec, Dre (Diggs), at a hip-hop label and a magazine editor, Sidney (Lathan), who have known each other since childhood. (Latifah plays Lathan's best friend. They find themselves drifting towards being more than friends, even as Dre is engaged (to Parker), and Sidney starts being wooed by a handsome basketball player (Kodjoe).

Sidney is a writer who's just left her L.A. Times music review gig to edit New York hip-hop magazine XXL. Dre is an executive with a hip-hop record company based in New York. They've known each other since they met as children, when both discovered hip-hop for the first time. Now that they're back together, they should be perfect for each other, except that Dre's about to marry lawyer Reese and Sidney claims not to be interested in Dre romantically. Meanwhile, Dre is growing increasingly restless with his company's focus on profit over artistry, which leads to signing the gimmicky duo Ren and Ten while ignoring the talented Chris.",brown_sugar
25,plot,subjectivity_html/obj/2002/Bubba+Hotep.html,"Based on the Bram Stoker Award nominee short story by cult author Joe R. Lansdale, Bubba Ho-tep tells the ""true"" story of what really did become of Elvis Presley. We find Elvis (Bruce Campbell) as an elderly resident in an East Texas rest home, who switched identities with an Elvis impersonator years before his ""death"", then missed his chance to switch back. Elvis teams up with Jack (Ossie Davis), a fellow nursing home resident who thinks that he is actually President John F. Kennedy, and the two valiant old codgers sally forth to battle an evil Egyptian entity who has chosen their long-term care facility as his happy hunting grounds.",bubba_hotep
26,plot,subjectivity_html/obj/2002/Catch+Me+If+You+Can.html,"An FBI agent tracks down and catches a young con artist who successfully impersonated an airline pilot, doctor, assistant attorney general and history professor, cashing more than $2.5 million in fraudulent checks in 26 countries.",catch_me_if_you_can
27,plot,subjectivity_html/obj/2002/Changing+Lanes.html,"An attorney (Ben Affleck) in a rush to make a court appointment to file legal papers involving a multi-million dollar trust accidentally collides with an alcoholic insurance salesman (Samuel Jackson), who also is a rush for a court appointment involving the custody of his children. The attorney leaves the scene of the accident and strands the salesman, causing him to miss his custody hearing. During the process of the post-crash discussion, the attorney accidentally drops the papers he needs to present in court. The judge gives him until the end of the day to present the papers and thus begins a cat and mouse game between the proponents. A few questionable actions later on both parties' part, they finally start questioning their actions and their lives. In the end, both come to new understanding of what is important and appear to be set in new ethical and moral directions. Contains mild violence and profanity.",changing_lanes
28,plot,subjectivity_html/obj/2002/Charly.html,"Sam Roberts thinks he has all the answers: the purpose of life, the meaning of love, the plan for a perfect future. Until Charly walks into his life. As different as Salt Lake City and New York City, Sam and Charly are thrown together by circumstance and repelled by differences. He's scheduled and idealistic. She's spontaneous and cynical. He's guarded and practical. She's open and mischevious. He's a Mormon. She isn't. Differences spark interest, though, as Charly finds depth in Sam's idealism and Sam seeks the vibrance of Charly's joie de vivre. But all is not smooth in the Rockies, as their relationship accelerates - cultural differences, family issues, former loves and life-altering challenges threaten to shake things up.",charly
29,plot,subjectivity_html/obj/2002/Cherish.html,"Shy San Franciscan Zoe is a twenty-something love-starved animator who spends countless hours listening to KXCH Cherish radio, losing herself in a syrupy romantic fantasy of '70s and '80s pop songs. Her mushy world is shattered, however, when a policman is hit and killed in a mysterious car accident, the assailant flees the scene and Zoe is unfairly left facing a vehicular homicide charge. While awaiting trial, Zoe is confined to house arrest, where she alternates falling in love with her frequent visitor and parole officer, Daly, and trying to prove her innocence to regain her life and freedom.",cherish
30,plot,subjectivity_html/obj/2002/Chicago.html,"Fame hungry Roxie Hart dreams of a life on the Vaudville stage, and spends her nights jazzing it up in the bright lights of Chicago, continually hoping that she'll find her lucky break, and be shot into 1920's stardom, so able to flee her boring husband Amos. In awe of seductive club singer Velma Kelly (who is subsequantly arrested for the murder of her husband and sister - after discovering their affair), Roxie meets Fred Cassely a man who convinces her he can 'make her showbiz career take off'. However after Roxie has undergone the 'casting couch' treatment, and Fred has had his wicked way with her, he reveals that he has no more connections in showbusiness than she does. This is the final straw for Roxie, and her constant anger at rejection explodes. She shoots Fred Cassely and kills him. Upon discovering her infidelity, Roxie's husband Amos refuses to take the blame for the murder and Roxie is sent to jail, pending hanging. In jail she finally meets tabloid darling Velma Kelly, currently receiving huge media attention for the double murder she committed earlier in the tale. Sharing the clink with Velma, are a collection of other sly females, all awaiting trial for the murders of their own partners. Velma is aloof to Roxie, however the prison Warden Mrs Morton offers Roxie the opportunity of representation by slick Chicago lawyer Billy Flynn. Billy is more a showbiz P. R agent than a legal lawyer and minipulates the tabloids into thinking Roxie is no more than an innocent 'good time girl' who took the wrong path, than a scheming murderess. The tabloids go crazy for the new girl on the cell block, and Roxie finally becomes a star. However due to Roxie's new found fame, Velma is forgotten about. She is forced to approach Roxie with an offer of a part in her Vaudville act (filling the gap left by her murdered sister), but Roxie turns down her offer flat, thinking she needs no support in topping the bill. However, just as Velma's star fell, so does Roxie's, when Go-to-hell Kitty arrives at the jail on a multiple murder charge, the press forget Roxie and now she and Velma are in the same boat. With one more trick up her sleave Roxie manages to bring the media attention back onto her, and her day in court arrives. Billy is now ready to play the ultimate showman!

Roxie Hart is a married chorus girl with hopes of being a headliner in Vaudeville. Velma Kelly is a former headliner. What do these two have in common? They both are murderesses. Roxie killed her lover when he walked out on her, and Velma killed her husband and sister, who were having an affair. Chicago's newspapers love the nitty-gritty and Velma is at the top of the headlines. But then Roxie comes along and Velma is old news. They find themselves competing for not only the press' attention, but also the focus of their shared lawyer, the suave Billy Flynn. Add to the mix a sob sister, Roxie's hapless husband Amos, and a warm prison matron who watches out for her girls (if there's something in it for her), and you have Chicago.",chicago
31,plot,subjectivity_html/obj/2002/City+by+the+Sea.html,"New York City homicide detective Vincent LaMarca has forged a long and distinguished career in law enforcement, making a name for himself as a man intensely committed to his work. But on his latest case, the stakes are higher for Vincent--the suspect he's investigating is his own son. He and Joey have been painfully estranged ever since Vincent divorced his wife and left the decaying boardwalks of Long Beach, Long Island for the anonymity of Manhattan and a successful career with the NYPD. He lives his life in solitude, keeping his girlfriend at arm's length; the closest relationship he maintains is with his partner, Reg--and Vincent makes sure that stops at the precinct door. As long as Vincent lives in the protection of the present, he doesn't have to deal with the pain of his past--or his sorrow over his broken relationship with Joey. But this murder investigation is drawing Vincent home to Long Beach, the self-proclaimed City by the Sea, where the past has been waiting for him to return. The agonizing memory that has tortured him all his life--the death of his father, a convicted murderer who was executed when Vincent was just a boy--still plagues him. In the course of the investigation, he discovers that his own unresolved pain and failures as a father have deeply influenced Joey's life, and now his 18-month-old grandson may be fated to follow their self-destructive paths.",city_by_the_sea
32,plot,subjectivity_html/obj/2002/Clockstoppers.html,"Until now, Zak Gibbs' greatest challenge has been finding a way to buy a car. But when he discovers an odd wristwatch amidst his father's various inventions and slips it on, something very strange happens. The world around him seemingly comes to a stop; everything and everybody becomes frozen in time. Zak quickly learns how to manipulate the device, and he and his quick-witted, beautiful new friend, Francesca, have some real fun. What they soon realize, though, is they are not alone in hypertime.",clockstoppers
33,plot,subjectivity_html/obj/2002/Collateral+Damage.html,"Firefighter Gordon Brewer is plunged into the complex and dangerous world of international terrorism after he loses his wife and child in a bombing credited to Claudio ""The Wolf"" Perrini. Frustrated with the official investigation and haunted by the thought that the man responsible for murdering his family might never be brought to justice, Brewer takes matters into his own hands and tracks his quarry ultimately to Colombia.",collateral_damage
34,plot,subjectivity_html/obj/2002/Confessions+of+a+Dangerous+Mind.html,"Television made him famous, but his biggest hits happened off screen. ""Confessions of a Dangerous Mind"" is the story of a legendary showman's double life - television producer by day, CIA assassin by night. At the height of his TV career, Chuck Barris was recruited by the CIA and trained to become a covert operative. Or so Barris said.",confessions_of_a_dangerous_mind
35,plot,subjectivity_html/obj/2002/Crazy+as+Hell.html,"A famous psychiatrist (Ty Adams) takes on the job of trying to cure patients at the Sedah State Hospital, run by it's folksy doctor (Sam Delazo). All this takes a strange turn when a mysterious patient (Satan, he calls himself) the Hospital seeking help. Or is it just help that he wants?",crazy_as_hell
36,plot,subjectivity_html/obj/2002/Crossroads.html,"Three friends get together and bury a box making a pact to open it at midnight at their high school graduation. In the little town in Georgia that they live in, things soon change. One is little miss perfect, one is an engaged prom queen, and the other is a pregnant outcast. The night of graduation, they open the box and they strike up a conversation. All of a sudden, one brings up the topic of her going to Los Angeles for a record contract audition. They all decide to go together and they leave. With a little money, they set out on the road with a guy named Ben. When one of them tells the other a rumor that he might be a homicidal maniac they are all scared of him. When they reach LA, Lucy (Britney Spears) falls in love with Ben and against her father's wishes, she stays and she goes to the audition.",crossroads
37,plot,subjectivity_html/obj/2002/Daughter+From+Danang.html,"In 1975, as the Vietnam War was ending, thousands of orphans and Amerasian children were brought to the United States as part of ""Operation Babylift."" Daughter from Danang tells the dramatic story of one of these children, Heidi Bub (a.k.a. Mai Thi Hiep), and her Vietnamese mother, Mai Thi Kim, separated at the war's end and reunited 22 years later. Heidi, now living in Tennessee - a married woman with kids - had always dreamt of a joyful reunion. When she ventures to Vietnam to meet her mother, she unknowingly embarks on an emotional pilgrimage that spans decades and distance. Unlike most reunion stories that climax with a cliché happy ending, Daughter from Danang is a real-life drama. Journeying from the Vietnam War to Pulaski, Tennessee and back to Vietnam, Daughter from Danang tensely unfolds as cultural differences and the years of separation take their toll in a riveting film about longing and the personal legacy of war.",daughter_from_danang
38,plot,subjectivity_html/obj/2002/Death+to+Smoochy.html,"Fired in disgrace, kids show host Randolph Smiley finds himself out on the street, while his replacement Sheldon Mopes, finds himself on the fast track to success with a new hit show as the proud purple rhino Smoochy. But things take a turn for the worst when Sheldon finds out that some of the people that he works with, and some he doesn't know he's working for, are all in it for the money. Meanwhile, Randolph is slowly turning insane with his only thoughts focusing on killing Smoochy and getting back to his life of luxury.

In the cutthroat world of children's television, Rainbow Randolph, the corrupt, costumed star of a popular children's TV show, is fired over a bribery scandal and replaced by squeaky-clean Smoochy, a puffy fuscia rhinoceros. As Smoochy catapults to fame - scoring hit ratings and the affections of a jaded network executive Randolph makes the unsuspecting rhino the target of his numerous outrageous attempts to exact revenge and reclaim his status as America's sweetheart.",death_to_smoochy
39,plot,subjectivity_html/obj/2002/Deuces+Wild.html,"Two brothers, Leon and Bobby are members of the street gang in Brooklyn known as the deuces. Their brother was killed by a drug overdose a few years earlier and the gang is determined to keep drugs off their block. Another more vicous gang known as the vipers is a possible threat to Leon and Bobby's efforts. The deuces are determined to do whatever is necessary to keep drugs off their block even if that means dying.

1950's New York City. A bad and bloody gang war is about to erupt on the dysfunctional streets of Brooklyn. The Deuces at war with the vicious Vipers. Scott Kalvert directs this tale of lust, drugs, mayhem and madness during one hot summer on the streets of New York.",deuces_wild
40,plot,subjectivity_html/obj/2002/Die+Another+Day.html,"The story begins in the demilitarised zone between North and South Korea with a spectacular high-speed hovercraft chase and continues via Hong Kong to Cuba and London where Bond meets up with the two ladies who are to play such important and differing roles in his quest to unmask a traitor and to prevent a war of catastrophic consequence. Hot on the trail of the principle villains, Bond travels to Iceland where he experiences at first hand the power of an amazing new weapon before a dramatic confrontation with his main adversary back in Korea where it all started...",die_another_day
41,plot,subjectivity_html/obj/2002/Dirty+Deeds.html,"Set in 1960's Sydney, this is the story of an Australian gangster whose booming business, buoyed by the influx of U.S. soldiers in town for R&amp;R during their tours in Vietnam, attracts the attention of first the Chicago mafia, and then their East Coast competitors.",dirty_deeds
42,plot,subjectivity_html/obj/2002/Divine+Secrets+of+the+YaYa+Sisterhood.html,"Siddalee, a famous New York playwright, is quoted in Time magazine and infuriates her dramatic, Southern mother. A long-distant fight wages until her mother's friends (and members of the Yaya Sisterhood) kidnap Siddalee and take her ""home"" to the South, where they hope to explain her mother's history and to patch up the rift between mother and daughter.

Playwright Siddalee Walker, on the verge of opening a new play, gives a magazine interview in which she discusses her unhappy childhood. Her mother is furious and cuts her off. Her mother's friends, who formed a secret society, the Ya-Ya Sisterhood, as children, kidnap Siddalee from her New York apartment and take her home to Louisiana, where they explain why her mother mistreated her with help from the secret Ya-Ya scrapbook (and copious flashbacks).",divine_secrets_of_the_yaya_sisterhood
43,plot,subjectivity_html/obj/2002/Dog+Soldiers.html,A squad of british soldiers on training in the lonesome Scottish wilderness find a wounded Special Forces captain and the carnaged remains of his team. As they encounter ranger Megan it turns out that werewolves are active in the region. They have to prepare for some action as the there will be a full moon tonight...,dog_soldiers
44,plot,subjectivity_html/obj/2002/Drumline.html,"A fish-out-of-water comedy about a talented street drummer from Harlem who enrolls in a Southern university, expecting to lead its marching band's drumline to victory. He initially flounders in his new world, before realizing that it takes more than talent to reach the top.",drumline
45,plot,subjectivity_html/obj/2002/Eight+Legged+Freaks.html,"The residents of a rural mining town discover that an unfortunate chemical spill has caused hundreds of little spiders to mutate overnight to the size of SUVs. It's then up to mining engineer Chris McCormack and Sheriff Sam Parker to mobilize an eclectic group of townspeople, including the Sheriff's young son, Mike, her daughter, Ashley and paranoid radio announcer Harlan, into battle against the bloodthirsty eight-legged beasts.",eight_legged_freaks
46,plot,subjectivity_html/obj/2002/Empire.html,"Victor (Leguizamo), is trying to escape his life as a drug dealer in the South Bronx. Enter Jack (Sarsgaard), a Wall Street investment banker with a business proposal that has Victor's name (and money) written all over it.

A big time drug dealer Victor Rosa (John Leguizamo) is looking to get out of the game and sees his chance with a big deal with a new friend who happens to be a Wall St. stockbroker. Thinking this will be his chance to go out on top Victor soon finds out that he has been double crossed and his last option is to get revenge.",empire
47,plot,subjectivity_html/obj/2002/Enough.html,"An abused woman (Lopez) discovers that the dream man (Campbell) she married wasn't whom she thought he was. She and her daughter try to escape (such as to her previous boyfriend played by Futterman), but he pursues relentlessly. Fearing also for the safety of her daughter, she decides that there's only one way out of the marriage: kill him.",enough
48,plot,subjectivity_html/obj/2002/Equilibrium.html,"In a futuristic world, a strict regime has eliminated war by suppressing emotions: books, art and music are strictly forbidden and feeling is a crime punishable by death. Clerick John Preston (Bale) is a top ranking government agent responsible for destroying those who resist the rules. Whe he misses a dose of Prozium, a mind-altering drug that hinders emotion, Preston, who has been trained to enforce the strict laws of the new regime, suddenly becomes the only person capable of overthrowing it.",equilibrium
49,plot,subjectivity_html/obj/2002/Evelyn.html,"Desmond Doyle is devastated when his wife abandons their family on the day after Christmas. His unemployment and the fact that there is no woman in the house to care for the children, Evelyn, Noel and Brendan, make it clear to the authorities that his is an untenable situation. The Catholic Church and the Irish courts decide the Doyle children put into Church-run orphanages. Although a sympathetic judge assures Desmond that when his financial situation reverses, he will be able to get his children back; money is hard to come by. During that time, Evelyn and her brothers suffer the abuses of living in orphanages while Desmond struggles to secure finances. Now he must battle the courts to get his children back.",evelyn
50,plot,subjectivity_html/obj/2002/Extreme+Ops.html,"A film crew travels to the Austrian Alps near the (former) Yugoslav border to film three extreme sports enthusiasts being chased down by an avalanche for a commercial. What they don't know, however, is that they're filming near the secret hideout of Slobodan Pavle, a Serbian war criminal. Accidentally catching him on film, they become locked in a life-or-death chase through the mountains that includes skiing, snowboarding, sky diving, white water rafting, helicopters, motorcycles, and base jumping.",extreme_ops
51,plot,subjectivity_html/obj/2002/Far+from+Heaven.html,"Cathy (Julianne Moore) is the perfect 50s housewife, living the perfect 50s life: healthy kids, successful husband, social prominence. Then one night she surprises her husband Frank (Dennis Quaid) having sex with another man, and her tidy world starts spinning out of control. In her confusion and grief, she finds consolation in the friendship of their African-American gardener, Raymond (Dennis Haysbert) - a socially taboo relationship that leads to the further disintegration of life as she knew it. Despite Cathy and Frank's struggle to keep their marriage afloat, the reality of his homosexuality and her feelings for Raymond open a painful, if more honest, chapter in their lives.",far_from_heaven
52,plot,subjectivity_html/obj/2002/Frida.html,"""Frida"" chronicles the life Frida Kahlo (Salma Hayek) shared unflichingly and openly with Diego Rivera (Alfred Molina), as the young couple took the art world by storm. From her complex and enduring relationship with her mentor and husband to her illicit and controversial affair with Leon Trotsky, to her provocative and romantic entanglements with women, Frida Kahlo lived a bold and uncompromising life as a political, artistic, and sexual revolutionary.",frida
53,plot,subjectivity_html/obj/2002/Friday+After+Next.html,"Craig and Day Day have finally moved out of their parents houses and into their own crib. The cousins work nights at a local mall as security guards. When their house is robbed on Christmas Eve they team up to track him down.

Friday after next takes place back in the hood during the christmas season, Craig and Day-Day are now living in a rundown apartment. After having Christmas present and rent money stolen by someone posing as Santa, they get jobs working as unarmed security guards in the local mall, they get threatened with eviction, pick up girls, get drunk, take drugs and need quick cash.",friday_after_next
54,plot,subjectivity_html/obj/2002/Fubar.html,"Terry and Dean are lifelong friends who have grown-up together: shotgunning their first beers, forming their first garage band, and growing the great Canadian mullet known as ""hockey hair"". Now the lives of these Alberta everymen are brought to the big screen by documentarian Ferral Mitchener in an exploration of the depths of friendship, the fragility of life, growing up gracefully and the art and science of drinking beer like a man.",fubar
