,index,date,time,tweet,language,parse,Category
744,744,26/02/2022,14:42:59,intel coming classified propaganda shitsgettingreal wereallgonnadie,en,intel coming classified propaganda shitsgettingreal wereallgonnadie,_
745,745,26/02/2022,14:42:09,biggest thing since 911 true end coldwar agree,en,biggest thing since 911 true end coldwar agree,_
746,746,26/02/2022,14:41:30,elonmusk predict future tell gonna run making earth bitter place live ✌️,en,elonmusk predict future tell gonna run making earth bitter place live ✌️,_
747,747,26/02/2022,14:41:05,live north much history europe always place conflict empires throughout history along middle east canada cdnpoli,en,live north much history europe always place conflict empires throughout history along middle east canada cdnpoli,_
748,748,26/02/2022,14:41:00,3rd final round mmatwitter draft commence shortly,en,3rd final round mmatwitter draft commence shortly,_
749,749,26/02/2022,14:39:55,dam wish superhero… anyone even take raccoon istandwithukraine,en,dam wish superhero… anyone even take raccoon istandwithukraine,_
750,750,26/02/2022,14:36:56,blessed legend win 😂😂😂😂 indianairforce surpriseday surprisewithfantastictea pakistanzindabad pakistan abhinandan,en,blessed legend win 😂😂😂😂 indianairforce surpriseday surprisewithfantastictea pakistanzindabad pakistan abhinandan,_
751,751,26/02/2022,14:36:34,wishing everyone twitter happy saturday sunday dont drink drive always keep positivevibes hopefully,en,wishing everyone twitter happy saturday sunday dont drink drive always keep positivevibes hopefully,_
752,752,26/02/2022,14:35:32,dont even feel sorry white,en,dont even feel sorry white,_
753,753,26/02/2022,14:33:03,power di game ft,en,power di game ft,_
754,754,26/02/2022,14:32:45,look forward honest leadership kenya,en,look forward honest leadership kenya,_
755,755,26/02/2022,14:32:35,protestors gathered outside russias embassy paris berlin protest kremlins ongoing aggression border stoprussia protest supportukraine berlin,en,protestors gathered outside russias embassy paris berlin protest kremlins ongoing aggression border stoprussia protest supportukraine berlin,_
756,756,26/02/2022,14:31:54,fighting fighting,en,fighting fighting,_
757,757,26/02/2022,14:31:50,view live cameras around,en,view live cameras around,_
758,758,26/02/2022,14:31:37,wallahhhh heart burns hypocrites,en,wallahhhh heart burns hypocrites,_
759,759,26/02/2022,14:31:14,watch soldiers take fighter jets kievvideo taiwan trump,en,watch soldiers take fighter jets kievvideo taiwan trump,_
760,760,26/02/2022,14:30:37,pretty much unfair compare two cases different scenariosi much disappointed pakistani liberal tabka nidakirmani gulalai_ismail awgoraya gulbukhari xadeejournalist afghanistan ukrania,en,pretty much unfair compare two cases different scenariosi much disappointed pakistani liberal tabka nidakirmani gulalai_ismail awgoraya gulbukhari xadeejournalist afghanistan ukrania,_
761,761,26/02/2022,14:30:30,invasion russians could possibly lead close great january 6th january6th pelosi,en,invasion russians could possibly lead close great january 6th january6th pelosi,_
762,762,26/02/2022,14:29:27,squiiiiudd gamesssssss ❗❗❗wwiii,en,squiiiiudd gamesssssss ❗❗❗wwiii,_
763,763,26/02/2022,14:28:04,ramzan kadyrov lost 1 top chechen warlords tonight magomed tushayev killed ukraines ‘alpha group chechen raid hostomel airfield ukrainerussiaconflict kharkiv,en,ramzan kadyrov lost 1 top chechen warlords tonight magomed tushayev killed ukraines ‘alpha group chechen raid hostomel airfield ukrainerussiaconflict kharkiv,_
764,764,26/02/2022,14:27:39,anonymous hacking collective released eerie personal message vladimir addressing directly closing chilling threats,en,anonymous hacking collective released eerie personal message vladimir addressing directly closing chilling threats,_
765,765,26/02/2022,14:27:34,inevitable tragedy power politics tragedy always strikes less fortunate keep toiling hard see loved ones happy common never benefit misadventures saynotowar,en,inevitable tragedy power politics tragedy always strikes less fortunate keep toiling hard see loved ones happy common never benefit misadventures saynotowar,_
766,766,26/02/2022,14:27:03,lets celebrate surprise day ☕ 27febsurpriseday surpriseday paf indianairforce russianarmy,en,lets celebrate surprise day ☕ 27febsurpriseday surpriseday paf indianairforce russianarmy,_
767,767,26/02/2022,14:26:02,please closethesky help avoid,en,please closethesky help avoid,_
768,768,26/02/2022,14:25:21,action media dangerous promote peacemakers worldwide creates toxic environment everyone russiaukrainecrisis banned socialmedia unless disclaim false dont foxnews fueling,en,action media dangerous promote peacemakers worldwide creates toxic environment everyone russiaukrainecrisis banned socialmedia unless disclaim false dont foxnews fueling,_
769,769,26/02/2022,14:25:04,two young children sending soldiers fight russians kids holding hands girl holds stuffed animal boy brother salutes look back picture speaks thousand words,en,two young children sending soldiers fight russians kids holding hands girl holds stuffed animal boy brother salutes look back picture speaks thousand words,_
770,770,26/02/2022,14:24:40,avoid closethesky,en,avoid closethesky,_
771,771,26/02/2022,14:24:27,pov bully kid roblox roblox memes viralindo fyp,en,pov bully kid roblox roblox memes viralindo fyp,_
772,772,26/02/2022,14:24:22,looking pics remembered 1 sentence authored bookif r interested interested un hr orgz ack efforts condemnations pc1ukraine b4 pc2ukraine aftr,en,looking pics remembered 1 sentence authored bookif r interested interested un hr orgz ack efforts condemnations pc1ukraine b4 pc2ukraine aftr,_
773,773,26/02/2022,14:23:35,guys listen dont whats funny prerequisite maybe aks ring giggles hehehehe hehehehe,en,guys listen dont whats funny prerequisite maybe aks ring giggles hehehehe hehehehe,_
774,774,26/02/2022,14:23:27,squid gamesssssss,en,squid gamesssssss,_
775,775,26/02/2022,14:22:47,troops capture humiliate major 💔🙏🏻 pray mercy wants war; players led nose lying politicians wef,en,troops capture humiliate major 💔🙏🏻 pray mercy wants war; players led nose lying politicians wef,_
776,776,26/02/2022,14:22:10,everyone saying countries shouldnt help hereby allowed eat varenyky ever 🥟🥟🥟,en,everyone saying countries shouldnt help hereby allowed eat varenyky ever 🥟🥟🥟,_
777,777,26/02/2022,14:21:46,tchigang_qs account temporarily unavailable violates twitter media policy learn,en,tchigang_qs account temporarily unavailable violates twitter media policy learn,_
778,778,26/02/2022,14:20:58,massive attack man man battle happening moment kharkiv attack visuals disturbing whats happening first devastation covid19 pandemic must end ☮,en,massive attack man man battle happening moment kharkiv attack visuals disturbing whats happening first devastation covid19 pandemic must end ☮,_
779,779,26/02/2022,14:20:10,woman said im thankful raped writing disturbingly weird poetry thats gonna end erm wtf wrong woman give head wobble hun,en,woman said im thankful raped writing disturbingly weird poetry thats gonna end erm wtf wrong woman give head wobble hun,_
780,780,26/02/2022,14:19:53,im really sorry wtf 14052021,en,im really sorry wtf 14052021,_
781,781,26/02/2022,14:19:02,acts peter series called great peter thegreat molotov,en,acts peter series called great peter thegreat molotov,_
782,782,26/02/2022,14:18:35,mood de tods terceraguerramundial,en,mood de tods terceraguerramundial,_
783,783,26/02/2022,14:17:40,nobody 👀 borrow yall lil bit 😅 merica zelenskyy putinhitler,en,nobody 👀 borrow yall lil bit 😅 merica zelenskyy putinhitler,_
784,784,26/02/2022,14:17:16,got list niggas front lines,en,got list niggas front lines,_
785,785,26/02/2022,14:16:51,germany send 1000 antitank weapons 500 stinger surfacetoair missiles gov berlin confirms deutschland germanydiplo germanyintheeu bundestag bundesrat fking stupid might well declare,en,germany send 1000 antitank weapons 500 stinger surfacetoair missiles gov berlin confirms deutschland germanydiplo germanyintheeu bundestag bundesrat fking stupid might well declare,_
786,786,26/02/2022,14:16:01,trump trump provided tranquility garnering four nobel prize nominations joey provides inflation bare shelves broken supply chain outofcontrol violence mayhem chaos bidenswar blamebidenvoters,en,trump trump provided tranquility garnering four nobel prize nominations joey provides inflation bare shelves broken supply chain outofcontrol violence mayhem chaos bidenswar blamebidenvoters,_
787,787,26/02/2022,14:15:50,heavy artillery firing ukraines capital looks man man battle beginning third,en,heavy artillery firing ukraines capital looks man man battle beginning third,_
788,788,26/02/2022,14:14:21,decisions lives millions alas fail see threads amused puppets presented mans miscalculation merits drilling deeper elite underbelly exact reality,en,decisions lives millions alas fail see threads amused puppets presented mans miscalculation merits drilling deeper elite underbelly exact reality,_
789,789,26/02/2022,14:13:58,fuck fuck im ready fly join fight deadly ukrania russianarmy ukraina,en,fuck fuck im ready fly join fight deadly ukrania russianarmy ukraina,_
790,790,26/02/2022,14:13:34,say 🤔 stopwar russiaukraine ukrania,en,say 🤔 stopwar russiaukraine ukrania,_
791,791,26/02/2022,14:13:13,kind videos news coming ground level seem anything almost occupied left🤔 zelenskiy crisis,en,kind videos news coming ground level seem anything almost occupied left🤔 zelenskiy crisis,_
792,792,26/02/2022,14:13:09,huh tuckercarlson millionaires doesnt whats russias conflict happens tucker wealthy liberals bomb shelters fallout metro 2033 games bidenswar saturday,en,huh tuckercarlson millionaires doesnt whats russias conflict happens tucker wealthy liberals bomb shelters fallout metro 2033 games bidenswar saturday,_
793,793,26/02/2022,14:10:51,1st pandemic followed already count cost make move taiwan next famine prepared stock,en,1st pandemic followed already count cost make move taiwan next famine prepared stock,_
794,794,26/02/2022,14:10:12,anonymous back rescue,en,anonymous back rescue,_
795,795,26/02/2022,14:09:36,threatening invade sweden finland putinisawarcriminal,en,threatening invade sweden finland putinisawarcriminal,_
796,796,26/02/2022,14:09:28,must new 2023 rifles even yet,en,must new 2023 rifles even yet,_
797,797,26/02/2022,14:07:45,read germany deutschland germany azov azovbattalion berlin natowar uk ww2 ww32022 germany3point0,en,read germany deutschland germany azov azovbattalion berlin natowar uk ww2 ww32022 germany3point0,_
798,798,26/02/2022,14:07:39,please give excuse start intervene militarily coming back russians,en,please give excuse start intervene militarily coming back russians,_
799,799,26/02/2022,14:07:36,manchester united thoughtful decided draw todays game show everyone equal 🥰 manchesterunited equality,en,manchester united thoughtful decided draw todays game show everyone equal 🥰 manchesterunited equality,_
800,800,26/02/2022,14:07:23,silent message thinkers let others treated servants sundaymorning sundaythoughts sundaymotivation,en,silent message thinkers let others treated servants sundaymorning sundaythoughts sundaymotivation,_
801,801,26/02/2022,14:07:23,everyone back home please dont went enough covid say third thirdworldwar,en,everyone back home please dont went enough covid say third thirdworldwar,_
802,802,26/02/2022,14:06:51,thing thats good democrats liberals back board loving 2020 called evil racist burn glad board loving great known finally,en,thing thats good democrats liberals back board loving 2020 called evil racist burn glad board loving great known finally,_
803,803,26/02/2022,14:06:39,im sorry little one…😞😪ukrainerussia hasbulla,en,im sorry little one…😞😪ukrainerussia hasbulla,_
804,804,26/02/2022,14:06:02,wish something profound say vladmirputin enablers instead ill warnings leaders past prayforukraine hope hope arent witnessing beginning,en,wish something profound say vladmirputin enablers instead ill warnings leaders past prayforukraine hope hope arent witnessing beginning,_
805,805,26/02/2022,14:05:53,males banned leaving forced fight tooth nail defend homes times feminism feminists disappear concept equality vanishes men fight die,en,males banned leaving forced fight tooth nail defend homes times feminism feminists disappear concept equality vanishes men fight die,_
806,806,26/02/2022,14:05:51,see ukranian army checkpoint soldiers wearing army camo shooting abusing civilians even killing someone please check recent staged doesnt seem fake nowar,en,see ukranian army checkpoint soldiers wearing army camo shooting abusing civilians even killing someone please check recent staged doesnt seem fake nowar,_
807,807,26/02/2022,14:05:32,putins lead 💥 💥,en,putins lead 💥 💥,_
808,808,26/02/2022,14:04:42,anyone good livestream sound,en,anyone good livestream sound,_
809,809,26/02/2022,14:04:37,announced big excercises near taiwan taiwan,en,announced big excercises near taiwan taiwan,_
810,810,26/02/2022,14:04:35,seeing fall first superpower nation century,en,seeing fall first superpower nation century,_
811,811,26/02/2022,14:04:30,get ready way stand heavy sanctions many lethal weapons used together weapons,en,get ready way stand heavy sanctions many lethal weapons used together weapons,_
812,812,26/02/2022,14:04:21,petrol bombs attack tanks molotov cocktails video link worldwariiiukraineunderattackbalakotairstrikeukrainerussiaukrainerussiawarrussiaukrainewarrussiaukraineputinisawarcriminalwwiiiworldwar3nato,en,petrol bombs attack tanks molotov cocktails video link worldwariiiukraineunderattackbalakotairstrikeukrainerussiaukrainerussiawarrussiaukrainewarrussiaukraineputinisawarcriminalwwiiiworldwar3nato,_
813,813,26/02/2022,14:03:38,pandemic modern times pandemic beginning,en,pandemic modern times pandemic beginning,_
814,814,26/02/2022,14:03:12,petrol bombs attack tanks molotov cocktails worldwariiiukraineunderattackbalakotairstrikeukrainerussiaukrainerussiawarrussiaukrainewarrussiaukraineputinhitlerputinisawarcriminalwwiiiworldwar3nato,en,petrol bombs attack tanks molotov cocktails worldwariiiukraineunderattackbalakotairstrikeukrainerussiaukrainerussiawarrussiaukrainewarrussiaukraineputinhitlerputinisawarcriminalwwiiiworldwar3nato,_
815,815,26/02/2022,14:02:49,gaza stands them😶 surpriseday indianairforce,en,gaza stands them😶 surpriseday indianairforce,_
816,816,26/02/2022,14:01:36,might last see alive zelensky said eu leaders thursday night stays defend target pray cpac2022 ukrainerussiawa,en,might last see alive zelensky said eu leaders thursday night stays defend target pray cpac2022 ukrainerussiawa,_
817,817,26/02/2022,13:59:40,high ranking chechen warlord magomed tushayev killed action ukraines ‘alpha group ukrainerussiaconflict kharkiv,en,high ranking chechen warlord magomed tushayev killed action ukraines ‘alpha group ukrainerussiaconflict kharkiv,_
818,818,26/02/2022,13:59:05,bet russians played better take note well,en,bet russians played better take note well,_
819,819,26/02/2022,13:58:28,played fiddle lost beginning axisofarmageddon repent,en,played fiddle lost beginning axisofarmageddon repent,_
820,820,26/02/2022,13:58:26,ukrania capitol within last hour two,en,ukrania capitol within last hour two,_
821,821,26/02/2022,13:57:41,trying wmd,en,trying wmd,_
822,822,26/02/2022,13:57:39,omg 1600 users twente websdr still access 😮 happened shortwave warinukraine,en,omg 1600 users twente websdr still access 😮 happened shortwave warinukraine,_
823,823,26/02/2022,13:57:17,mbd733 supporting funding even buying fuel funding potential,en,mbd733 supporting funding even buying fuel funding potential,_
824,824,26/02/2022,13:55:46,u welcome pakistan aware fantastic tea happy 3rd anniversary ☕✈️ pakistanarmy pakairforce paf surpriseday indianairforce,en,u welcome pakistan aware fantastic tea happy 3rd anniversary ☕✈️ pakistanarmy pakairforce paf surpriseday indianairforce,_
825,825,26/02/2022,13:55:40,pls pls pls zimbabwe finally coming home full speed zimbabwe yallbesafe,en,pls pls pls zimbabwe finally coming home full speed zimbabwe yallbesafe,_
826,826,26/02/2022,13:55:06,matter love hate whenever home coming surely find air aircraft standing tarmac airindia indianstudents homecoming,en,matter love hate whenever home coming surely find air aircraft standing tarmac airindia indianstudents homecoming,_
827,827,26/02/2022,13:54:20,weve come full circle look whos supporting azov whos surprised azov azovbattalion germany ww2 uk natowar germany3pointo,en,weve come full circle look whos supporting azov whos surprised azov azovbattalion germany ww2 uk natowar germany3pointo,_
828,828,26/02/2022,13:54:11,notice gen x suburban liberals theyre totally okay sacrificing younger folks theyre old drafted chicken shit fight badly🖕 yall seriously,en,notice gen x suburban liberals theyre totally okay sacrificing younger folks theyre old drafted chicken shit fight badly🖕 yall seriously,_
829,829,26/02/2022,13:53:35,watch five lays putins likely endgame youtube buying gas putinhitler funding charliecrist nikkifried annaforflorida explain joebiden florida,en,watch five lays putins likely endgame youtube buying gas putinhitler funding charliecrist nikkifried annaforflorida explain joebiden florida,_
830,830,26/02/2022,13:53:17,little girl got injured invasionshe tells vladimir hurting children pull back troopsukraineunderattack russianinvasion,en,little girl got injured invasionshe tells vladimir hurting children pull back troopsukraineunderattack russianinvasion,_
831,831,26/02/2022,13:53:10,responsible happiness expect others make happy always disappointed february2022 adviceforsuccess pakistan adviceforsuccess gilgitbaltistan baigsutto mazahirbaigsuto,en,responsible happiness expect others make happy always disappointed february2022 adviceforsuccess pakistan adviceforsuccess gilgitbaltistan baigsutto mazahirbaigsuto,_
832,832,26/02/2022,13:53:10,get ready indians invasion pakistan kashmir surpriseday,en,get ready indians invasion pakistan kashmir surpriseday,_
833,833,26/02/2022,13:53:09,mi24 attack helicopter hit went near today donestk,en,mi24 attack helicopter hit went near today donestk,_
834,834,26/02/2022,13:52:37,americans wasnt okay wasnt african asian racist bastards,en,americans wasnt okay wasnt african asian racist bastards,_
835,835,26/02/2022,13:50:37,ugandan leaders lot learn ukranian leaders,en,ugandan leaders lot learn ukranian leaders,_
836,836,26/02/2022,13:49:47,amazing despite brink wordles keep coming daily 😄 keep calm wordle eh 😂 ⬜️🟨🟩🟨⬜️,en,amazing despite brink wordles keep coming daily 😄 keep calm wordle eh 😂 ⬜️🟨🟩🟨⬜️,_
837,837,26/02/2022,13:48:28,let leaders votes 2023 suggestions vote 2023 election2023 putinswar,en,let leaders votes 2023 suggestions vote 2023 election2023 putinswar,_
838,838,26/02/2022,13:48:09,retweet agree,en,retweet agree,_
839,839,26/02/2022,13:48:04,meanwhile ottawa la la la la la scottish 🍻 im scottish english irish french mean scots 😉,en,meanwhile ottawa la la la la la scottish 🍻 im scottish english irish french mean scots 😉,_
840,840,26/02/2022,13:47:48,suddenly biafrans based claim nigeria; termed zoo even seen waving nigerian flag buhari𓃵 asuustrike african,en,suddenly biafrans based claim nigeria; termed zoo even seen waving nigerian flag buhari𓃵 asuustrike african,_
841,841,26/02/2022,13:45:51,wet dream potus 🤦,en,wet dream potus 🤦,_
842,842,26/02/2022,13:45:47,dear across globe big thanks protested ruthless called big powers coward actions took desturb livelihood ❤️❤️❤️❤️❤️🙏🙏🙏🙏🙏,en,dear across globe big thanks protested ruthless called big powers coward actions took desturb livelihood ❤️❤️❤️❤️❤️🙏🙏🙏🙏🙏,_
843,843,26/02/2022,13:45:25,bundeskanzler olafscholz hope knows step away,en,bundeskanzler olafscholz hope knows step away,_
844,844,26/02/2022,13:44:42,anonymous thk u ur labor ❤️ pray prayforukraine,en,anonymous thk u ur labor ❤️ pray prayforukraine,_
845,845,26/02/2022,13:44:31,ya boui bak free ever come watch play elden_ring 25 mins forget xd,en,ya boui bak free ever come watch play elden_ring 25 mins forget xd,_
846,846,26/02/2022,13:43:36,btc wallet support 38ye7joumpgvobbtu17uvgteq59ngb9c7q natoinukrainenow natomustbeinukraine notowarwithukraine,en,btc wallet support 38ye7joumpgvobbtu17uvgteq59ngb9c7q natoinukrainenow natomustbeinukraine notowarwithukraine,_
847,847,26/02/2022,13:43:20,abstained voting still gave clear message un disputes must resolved dialogues even urged moscow talks expansion issues solution voting favour disfavour solution,en,abstained voting still gave clear message un disputes must resolved dialogues even urged moscow talks expansion issues solution voting favour disfavour solution,_
848,848,26/02/2022,13:42:03,willylo86412915 powerful image ive seen coming bidenswar blamebidenvoters,en,willylo86412915 powerful image ive seen coming bidenswar blamebidenvoters,_
849,849,26/02/2022,13:41:30,u gotta fight ur u must media images pushed feeling tad bit propagandaish recruiting poster,en,u gotta fight ur u must media images pushed feeling tad bit propagandaish recruiting poster,_
850,850,26/02/2022,13:41:16,crisis without dances😂 yall safe though wwiiimemes,en,crisis without dances😂 yall safe though wwiiimemes,_
851,851,26/02/2022,13:40:52,witnessing battle finally execute order bitcoin helloworld2022 nwo,en,witnessing battle finally execute order bitcoin helloworld2022 nwo,_
852,852,26/02/2022,13:40:25,here…,en,here…,_
853,853,26/02/2022,13:39:49,invaded political support supplying weapons makes wonder already way scapegoat use nukes starts loosing history repeat,en,invaded political support supplying weapons makes wonder already way scapegoat use nukes starts loosing history repeat,_
854,854,26/02/2022,13:38:53,wont,en,wont,_
855,855,26/02/2022,13:37:56,women enroll army good salary belong kitchen feminism,en,women enroll army good salary belong kitchen feminism,_
856,856,26/02/2022,13:37:43,thebradfordfile zelensky vowed wipe corruption hes fighting life countrys soul putins corrupt government install puppet regime badasszelensky prayforukraine putinhitler 1939,en,thebradfordfile zelensky vowed wipe corruption hes fighting life countrys soul putins corrupt government install puppet regime badasszelensky prayforukraine putinhitler 1939,_
857,857,26/02/2022,13:37:33,dear mr zelensky proved money illusion power nothing front patriotism proved wrong,en,dear mr zelensky proved money illusion power nothing front patriotism proved wrong,_
858,858,26/02/2022,13:37:05,much hair stands end face unspeakable putinrussia fakenews kremlin best way russians start doubting russland kriegineuropa,en,much hair stands end face unspeakable putinrussia fakenews kremlin best way russians start doubting russland kriegineuropa,_
859,859,26/02/2022,13:36:45,win russianarmy,en,win russianarmy,_
860,860,26/02/2022,13:34:20,putinswar understand suominatoon,en,putinswar understand suominatoon,_
861,861,26/02/2022,13:34:19,hear joebiden speak hear let clear attacks protect chocolate icecream defendukraine defeatputin,en,hear joebiden speak hear let clear attacks protect chocolate icecream defendukraine defeatputin,_
862,862,26/02/2022,13:34:09,please pray something terrifying never thought id see 17 years life weep zelensky bravery valor forgotten must stopped may god putinhitler,en,please pray something terrifying never thought id see 17 years life weep zelensky bravery valor forgotten must stopped may god putinhitler,_
863,863,26/02/2022,13:33:58,timeline missed bidenisalaughingstock,en,timeline missed bidenisalaughingstock,_
864,864,26/02/2022,13:33:28,enough enough initiate article5 phuck dont care defendukraine standwithukraine putinisawarcriminal,en,enough enough initiate article5 phuck dont care defendukraine standwithukraine putinisawarcriminal,_
865,865,26/02/2022,13:33:18,cant see unitedstates warinukraine حرب_روسيا_أوكرانيا,en,cant see unitedstates warinukraine حرب_روسيا_أوكرانيا,_
866,866,26/02/2022,13:33:16,imagine broke stand comedianc grade actor comedy 🎭 tragedy 🎭,en,imagine broke stand comedianc grade actor comedy 🎭 tragedy 🎭,_
867,867,26/02/2022,13:32:41,pathetic unethical response claimants 'the largest democracy world' wonder thebutcherofgujrat brave enough demonize kill,en,pathetic unethical response claimants 'the largest democracy world' wonder thebutcherofgujrat brave enough demonize kill,_
868,868,26/02/2022,13:32:30,gotta remind toxic,en,gotta remind toxic,_
869,869,26/02/2022,13:32:26,insane watch live likes tiktok im crying much everyone please partying selfies look whats happening innocent dying stoprussia,en,insane watch live likes tiktok im crying much everyone please partying selfies look whats happening innocent dying stoprussia,_
870,870,26/02/2022,13:31:21,years playing fortnite pay lemme help,en,years playing fortnite pay lemme help,_
871,871,26/02/2022,13:31:03,keep patriotism dear ukrainians fight till last breath mighty still lucky 👍👍👍👍👍👍👍 salute zelensky,en,keep patriotism dear ukrainians fight till last breath mighty still lucky 👍👍👍👍👍👍👍 salute zelensky,_
872,872,26/02/2022,13:30:15,dont dont feel bothered see 😎 least shall also something tellbrag grow 💪 abaseveni nga batuvimbye ebbanga dene emunduevugekasitaupdfclear,en,dont dont feel bothered see 😎 least shall also something tellbrag grow 💪 abaseveni nga batuvimbye ebbanga dene emunduevugekasitaupdfclear,_
873,873,26/02/2022,13:29:58,celebrating invasion rt follow williamcoit putinswar putinspuppet putinatwar putinhitler stopthewar stopwar no_war cold otan kremlin stopputinnow,en,celebrating invasion rt follow williamcoit putinswar putinspuppet putinatwar putinhitler stopthewar stopwar no_war cold otan kremlin stopputinnow,_
874,874,26/02/2022,13:29:00,nobody entire website missiles road pointing house didnt 1961 mr exactly actions preventing notonato,en,nobody entire website missiles road pointing house didnt 1961 mr exactly actions preventing notonato,_
875,875,26/02/2022,13:28:49,eu support dont asians give support asian countries must give support donations usanatoeu dependrussia supportrussia russiaasianhero,en,eu support dont asians give support asian countries must give support donations usanatoeu dependrussia supportrussia russiaasianhero,_
876,876,26/02/2022,13:28:31,japan complex relations sign treaty ww2 lingering dispute four islands claimed moscow closing days conflict read japan russianinvasion,en,japan complex relations sign treaty ww2 lingering dispute four islands claimed moscow closing days conflict read japan russianinvasion,_
877,877,26/02/2022,13:27:54,uno extremely powerful social science textbooks whichsouthafrica,en,uno extremely powerful social science textbooks whichsouthafrica,_
878,878,26/02/2022,13:27:26,update visual helicopter shot near kiyv earlier today stinger action ukrainecrisis russiaukrainecrisis,en,update visual helicopter shot near kiyv earlier today stinger action ukrainecrisis russiaukrainecrisis,_
879,879,26/02/2022,13:25:43,mi24 attack helicopter hit went near today donestk,en,mi24 attack helicopter hit went near today donestk,_
880,880,26/02/2022,13:25:42,russiaukraine updates germany send 1000 antitank weapons 500 stinger missiles ukraineconflict,en,russiaukraine updates germany send 1000 antitank weapons 500 stinger missiles ukraineconflict,_
881,881,26/02/2022,13:24:42,enters treaty mexico attack mexico russiainvadesukraine,en,enters treaty mexico attack mexico russiainvadesukraine,_
882,882,26/02/2022,13:24:36,doubt sent troops republicans jared screaming monger started without trying diplomacy sanctions first🙄,en,doubt sent troops republicans jared screaming monger started without trying diplomacy sanctions first🙄,_
883,883,26/02/2022,13:24:27,women fought equal rights even lost life fighting happen women take 1 suffragist men took last 2this could yourtime shine women stay home look kids,en,women fought equal rights even lost life fighting happen women take 1 suffragist men took last 2this could yourtime shine women stay home look kids,_
884,884,26/02/2022,13:24:12,lol germany sending thousand antitank weapons infidels considering history two countries germany needs careful mr turn,en,lol germany sending thousand antitank weapons infidels considering history two countries germany needs careful mr turn,_
885,885,26/02/2022,13:21:20,ukrainians feeling,en,ukrainians feeling,_
886,886,26/02/2022,13:20:42,respect faces lions 💚,en,respect faces lions 💚,_
887,887,26/02/2022,13:18:40,tank riding thru 😂 trendingnews,en,tank riding thru 😂 trendingnews,_
888,888,26/02/2022,13:17:24,many indian students stuck eastern side humble request narendramodi pmoindia kindly prioritise evacuation eastern side primarily kharkiv closest proximity bombardings defenceminindia,en,many indian students stuck eastern side humble request narendramodi pmoindia kindly prioritise evacuation eastern side primarily kharkiv closest proximity bombardings defenceminindia,_
889,889,26/02/2022,13:17:17,supporting youll got russiainvadesukraine,en,supporting youll got russiainvadesukraine,_
890,890,26/02/2022,13:14:51,prophet muhammad saw always give message case sets rules humanity todays really follow rules,en,prophet muhammad saw always give message case sets rules humanity todays really follow rules,_
891,891,26/02/2022,13:14:40,changed commence operation intrude n314 metalgearsolid solidsnake iroquoispliskin kojima kojimaproductions,en,changed commence operation intrude n314 metalgearsolid solidsnake iroquoispliskin kojima kojimaproductions,_
892,892,26/02/2022,13:14:25,nypost create hero destroy hero; galvanize public avenge hero,en,nypost create hero destroy hero; galvanize public avenge hero,_
893,893,26/02/2022,13:14:19,vlad met borisa romcom uk eu borisjohnson ussr,en,vlad met borisa romcom uk eu borisjohnson ussr,_
894,894,26/02/2022,13:14:07,watch hit hurts — wallet rep mace youtube leadership true leadership joebiden kamalaharris buying gas supporting attack shut pipeline seriously texas,en,watch hit hurts — wallet rep mace youtube leadership true leadership joebiden kamalaharris buying gas supporting attack shut pipeline seriously texas,_
895,895,26/02/2022,13:13:28,suggest 3rd edition takes place already fair share europe merci,en,suggest 3rd edition takes place already fair share europe merci,_
896,896,26/02/2022,13:13:18,west arming infidels illegallytaken known tipping towards blood millions hands ofc blame notonato,en,west arming infidels illegallytaken known tipping towards blood millions hands ofc blame notonato,_
897,897,26/02/2022,13:12:15,ammunition ride volodymyr zelensky badass badasszelensky,en,ammunition ride volodymyr zelensky badass badasszelensky,_
898,898,26/02/2022,13:11:39,remember ths israel attacked palestine morons r talking human rights womens kids hospitals n r suffering hypocrate,en,remember ths israel attacked palestine morons r talking human rights womens kids hospitals n r suffering hypocrate,_
899,899,26/02/2022,13:11:14,noalaguerra stopwar swift banrussiafromswift ucraniarussia zelenskiy terceraguerramundial,en,noalaguerra stopwar swift banrussiafromswift ucraniarussia zelenskiy terceraguerramundial,_
900,900,26/02/2022,13:10:47,human lives valuable attack civilized even civilization mean cdnpolitics canada,en,human lives valuable attack civilized even civilization mean cdnpolitics canada,_
901,901,26/02/2022,13:10:03,politics covid19,en,politics covid19,_
902,902,26/02/2022,13:09:38,welcome third aka,en,welcome third aka,_
903,903,26/02/2022,13:08:08,true story trump sent javelin missiles destroy tanks bammie sent blankets,en,true story trump sent javelin missiles destroy tanks bammie sent blankets,_
904,904,26/02/2022,13:07:36,thinking happened first covid19 days mfs gonna play warzone fix clear instead shit,en,thinking happened first covid19 days mfs gonna play warzone fix clear instead shit,_
905,905,26/02/2022,13:05:38,cathynewman couldnt take eyes tonight channel4news even end cameras kept moving channel4,en,cathynewman couldnt take eyes tonight channel4news even end cameras kept moving channel4,_
906,906,26/02/2022,13:04:49,planning decided rely upon road signs directions,en,planning decided rely upon road signs directions,_
907,907,26/02/2022,13:04:47,union minister piyush goyal saturday welcomed first batch indian students evacuated mumbai airport said government back home worldwarthree,en,union minister piyush goyal saturday welcomed first batch indian students evacuated mumbai airport said government back home worldwarthree,_
908,908,26/02/2022,13:04:22,sad duta longer available right around wouldve kept updated every second wthis transpiring,en,sad duta longer available right around wouldve kept updated every second wthis transpiring,_
